provider_id,snapshot_year,snapshot_label,Preventable Readmission Rate,Discharge to Community Rate,Medicare Spending Per Beneficiary (MSPB),Medication Review Rate,Fall with Major Injury Rate,Self-Care at Discharge,Mobility at Discharge,Pressure Ulcer Rate,Healthcare-Associated Infection Rate,facility_name,address,city,state,zip_code,county_name,phone_number,composite_raw
185166,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2024.csv,12.59,34.69,1.07,100.0,2.4,,,6.2,6.09,,,,,,,,0.5688442550889294
185166,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2024.csv,12.86,41.98,0.95,100.0,0.0,19.0,28.6,4.2,5.79,,,,,,,,0.3542300669507
185166,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2024.csv,12.86,41.98,0.95,100.0,0.0,19.0,28.6,4.2,5.79,,,,,,,,0.3542300669507
185166,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2024.csv,12.59,34.69,1.07,100.0,2.5,,,2.4,6.09,,,,,,,,0.5269155339149252
185166,2025,current_api,14.66,40.09,0.95,100.0,1.79,,,7.04,7.84,Harlan Health and Rehabilitation Center,200 Medical Center Drive,Harlan,KY,40831.0,Harlan,(606)573-7250,0.5874754852235071
185200,2022,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2022.csv,9.54,44.76,1.17,97.6,0.8,,,1.8,12.57,,73 PIEDMONT DRIVE,,KY,,,,0.5060188002975586
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2023.csv,9.54,44.76,1.17,97.9,0.7,,,2.02,12.57,,73 PIEDMONT DRIVE,,KY,,,,0.5100087915060526
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2023.csv,9.54,44.76,1.17,98.5,0.7,,,2.12,12.57,,,,,,,,0.5189017380131197
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2023.csv,9.54,44.76,1.17,98.4,0.0,,,1.18,12.57,,,,,,,,0.47240819638871984
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2023.csv,9.54,44.76,1.17,98.4,0.0,,,1.18,12.57,,,,,,,,0.47240819638871984
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2023.csv,9.54,44.76,1.17,98.5,0.7,,,2.12,12.57,,,,,,,,0.5189017380131197
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2023.csv,9.54,44.76,1.17,97.9,0.7,,,2.02,12.57,,,,,,,,0.5100087915060526
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2023.csv,9.54,44.76,1.17,98.4,0.0,,,1.18,12.57,,,,,,,,0.47240819638871984
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2023.csv,9.54,44.76,1.17,97.9,0.7,,,2.02,12.57,,,,,,,,0.5100087915060526
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2023.csv,15.62,41.4,1.45,98.4,0.8,,,1.6,9.2,,,,,,,,0.5742544126597687
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2023.csv,15.62,41.4,1.45,98.4,0.8,,,1.6,9.2,,,,,,,,0.5742544126597687
185200,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2023.csv,9.54,44.76,1.17,98.5,0.7,,,2.12,12.57,,,,,,,,0.5189017380131197
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2024.csv,15.62,41.4,1.45,99.0,0.0,,,3.0,9.2,LETCHER MANOR,73 PIEDMONT DRIVE,WHITESBURG,KY,41858.0,Letcher,(606)633-1434,0.5766213565970109
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2024.csv,15.62,41.4,1.45,98.9,0.0,,,3.9,9.2,,,,,,,,0.588287008859133
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2024.csv,15.62,41.4,1.45,98.1,1.0,,,2.4,9.2,,,,,,,,0.5915669168864544
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2024.csv,15.62,41.4,1.45,98.1,1.0,,,2.4,9.2,,,,,,,,0.5915669168864544
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2024.csv,15.62,41.4,1.45,98.9,0.0,,,3.9,9.2,,,,,,,,0.588287008859133
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2024.csv,15.62,41.4,1.45,99.0,0.0,,,3.0,9.2,,,,,,,,0.5766213565970109
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2024.csv,15.62,41.4,1.45,98.1,1.0,,,2.4,9.2,,,,,,,,0.5915669168864544
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2024.csv,15.62,41.4,1.45,99.0,0.0,,,3.0,9.2,,,,,,,,0.5766213565970109
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2024.csv,13.16,42.29,1.54,98.9,0.0,25.8,16.1,4.6,14.5,,,,,,,,0.5048691418137553
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2024.csv,13.16,42.29,1.54,98.9,0.0,25.8,16.1,4.6,14.5,,,,,,,,0.5048691418137553
185200,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2024.csv,15.62,41.4,1.45,98.9,0.0,,,3.9,9.2,,,,,,,,0.588287008859133
185200,2025,current_api,13.47,38.77,1.54,97.1,1.45,,,2.02,11.69,Letcher Manor,73 Piedmont Drive,Whitesburg,KY,41858.0,Letcher,(606)633-1434,0.5997497802123486
185433,2022,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2022.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,19101 US HIGHWAY 119 NORTH,,KY,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,19101 US HIGHWAY 119 NORTH,,KY,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2023.csv,8.66,47.8,1.59,100.0,2.6,,,0.0,13.48,,,,,,,,0.6093189964157706
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,,,,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,,,,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2023.csv,8.66,47.8,1.59,100.0,2.6,,,0.0,13.48,,,,,,,,0.6093189964157706
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,,,,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,,,,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2023.csv,8.66,47.8,1.59,100.0,0.0,,,0.0,13.48,,,,,,,,0.5378711029958747
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2023.csv,12.44,43.74,1.45,100.0,2.6,,,0.0,11.92,,,,,,,,0.6385338472983025
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2023.csv,12.44,43.74,1.45,100.0,2.6,,,0.0,11.92,,,,,,,,0.6385338472983025
185433,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2023.csv,8.66,47.8,1.59,100.0,2.6,,,0.0,13.48,,,,,,,,0.6093189964157706
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2024.csv,12.44,43.74,1.45,100.0,4.2,,,1.5,11.92,TRI-CITIES NURSING AND REHABILITATION CENTER,19101 US HIGHWAY 119 NORTH,CUMBERLAND,KY,40823.0,Harlan,(606)589-5421,0.6781970649895178
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2024.csv,12.44,43.74,1.45,100.0,2.1,,,1.3,11.92,,,,,,,,0.6568269425847029
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2024.csv,12.44,43.74,1.45,100.0,4.3,,,1.5,11.92,,,,,,,,0.6787380807466018
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2024.csv,12.44,43.74,1.45,100.0,4.3,,,1.5,11.92,,,,,,,,0.6787380807466018
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2024.csv,12.44,43.74,1.45,100.0,2.1,,,1.3,11.92,,,,,,,,0.6568269425847029
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2024.csv,12.44,43.74,1.45,100.0,4.2,,,1.5,11.92,,,,,,,,0.6781970649895178
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2024.csv,12.44,43.74,1.45,100.0,4.3,,,1.5,11.92,,,,,,,,0.6787380807466018
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2024.csv,12.44,43.74,1.45,100.0,4.2,,,1.5,11.92,,,,,,,,0.6781970649895178
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2024.csv,11.44,40.9,1.46,100.0,2.1,63.3,30.0,1.5,7.2,,,,,,,,0.4790018259281801
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2024.csv,11.44,40.9,1.46,100.0,2.1,63.3,30.0,1.5,7.2,,,,,,,,0.4790018259281801
185433,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2024.csv,12.44,43.74,1.45,100.0,2.1,,,1.3,11.92,,,,,,,,0.6568269425847029
185433,2025,current_api,13.24,40.21,1.46,100.0,2.56,,,0.0,8.19,TRI-CITIES NURSING AND REHABILITATION CENTER,19101 US HIGHWAY 119 NORTH,CUMBERLAND,KY,40823.0,Harlan,(606)589-5421,0.5969770744572935
345045,2022,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2022.csv,7.51,59.54,0.86,98.9,0.0,,,2.04,4.87,,621 CHESTNUT RIDGE PARKWAY,,NC,,,,0.35439913437478865
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2023.csv,7.51,59.54,0.86,98.7,2.0,,,0.94,4.87,,621 CHESTNUT RIDGE PARKWAY,,NC,,,,0.3930141340366538
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2023.csv,7.51,59.54,0.86,99.4,1.8,,,1.68,4.87,,,,,,,,0.41083384053560557
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2023.csv,7.51,59.54,0.86,98.7,0.7,,,1.66,4.87,,,,,,,,0.37177926557110974
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2023.csv,7.51,59.54,0.86,98.7,0.7,,,1.66,4.87,,,,,,,,0.37177926557110974
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2023.csv,7.51,59.54,0.86,99.4,1.8,,,1.68,4.87,,,,,,,,0.41083384053560557
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2023.csv,7.51,59.54,0.86,98.7,2.0,,,0.94,4.87,,,,,,,,0.3930141340366538
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2023.csv,7.51,59.54,0.86,98.7,0.7,,,1.66,4.87,,,,,,,,0.37177926557110974
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2023.csv,7.51,59.54,0.86,98.7,2.0,,,0.94,4.87,,,,,,,,0.3930141340366538
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2023.csv,8.21,63.44,0.92,99.4,1.7,,,0.7,5.6,,,,,,,,0.43900047338878745
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2023.csv,8.21,63.44,0.92,99.4,1.7,,,0.7,5.6,,,,,,,,0.43900047338878745
345045,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2023.csv,7.51,59.54,0.86,99.4,1.8,,,1.68,4.87,,,,,,,,0.41083384053560557
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2024.csv,8.21,63.44,0.92,99.4,1.3,,,1.4,5.6,THE FOLEY CENTER AT CHESTNUT RIDGE,621 CHESTNUT RIDGE PARKWAY,BLOWING ROCK,NC,28605.0,Watauga,(828)386-3300,0.44346385338472977
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2024.csv,8.21,63.44,0.92,100.0,1.5,,,0.8,5.6,,,,,,,,0.4594238182187056
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2024.csv,8.21,63.44,0.92,99.4,1.2,,,1.4,5.6,,,,,,,,0.44177317914384256
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2024.csv,8.21,63.44,0.92,99.4,1.2,,,1.4,5.6,,,,,,,,0.44177317914384256
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2024.csv,8.21,63.44,0.92,100.0,1.5,,,0.8,5.6,,,,,,,,0.4594238182187056
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2024.csv,8.21,63.44,0.92,99.4,1.3,,,1.4,5.6,,,,,,,,0.44346385338472977
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2024.csv,8.21,63.44,0.92,99.4,1.2,,,1.4,5.6,,,,,,,,0.44177317914384256
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2024.csv,8.21,63.44,0.92,99.4,1.3,,,1.4,5.6,,,,,,,,0.44346385338472977
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2024.csv,9.11,58.4,0.92,100.0,2.6,70.1,57.7,2.0,6.55,,,,,,,,0.417021708257253
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2024.csv,9.11,58.4,0.92,100.0,2.6,70.1,57.7,2.0,6.55,,,,,,,,0.417021708257253
345045,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2024.csv,8.21,63.44,0.92,100.0,1.5,,,0.8,5.6,,,,,,,,0.4594238182187056
345045,2025,current_api,9.8,52.37,0.92,100.0,0.76,,,0.78,6.04,The Foley Center at Chestnut Ridge,621 Chestnut Ridge Parkway,Blowing Rock,NC,28605.0,Watauga,(828)386-3300,0.4341313315750321
345163,2022,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2022.csv,7.85,48.92,1.18,96.9,0.0,,,1.73,6.12,,211 MILTON BROWN HEIRS ROAD,,NC,,,,0.37171163860147427
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2023.csv,7.85,48.92,1.18,96.3,0.0,,,4.34,6.12,,211 MILTON BROWN HEIRS ROAD,,NC,,,,0.40975180902143765
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2023.csv,7.85,48.92,1.18,97.9,0.0,,,4.02,6.12,,,,,,,,0.4180022993169676
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2023.csv,7.85,48.92,1.18,97.3,0.0,,,3.22,6.12,,,,,,,,0.4002840332724691
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2023.csv,7.85,48.92,1.18,97.3,0.0,,,3.22,6.12,,,,,,,,0.4002840332724691
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2023.csv,7.85,48.92,1.18,97.9,0.0,,,4.02,6.12,,,,,,,,0.4180022993169676
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2023.csv,7.85,48.92,1.18,96.3,0.0,,,4.34,6.12,,,,,,,,0.40975180902143765
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2023.csv,7.85,48.92,1.18,97.3,0.0,,,3.22,6.12,,,,,,,,0.4002840332724691
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2023.csv,7.85,48.92,1.18,96.3,0.0,,,4.34,6.12,,,,,,,,0.40975180902143765
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2023.csv,9.74,47.16,1.05,98.9,0.0,,,3.8,4.83,,,,,,,,0.4081625752350037
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2023.csv,9.74,47.16,1.05,98.9,0.0,,,3.8,4.83,,,,,,,,0.4081625752350037
345163,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2023.csv,7.85,48.92,1.18,97.9,0.0,,,4.02,6.12,,,,,,,,0.4180022993169676
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.8,4.83,GLENBRIDGE HEALTH AND REHABILTATION,211 MILTON BROWN HEIRS ROAD,BOONE,NC,28607.0,Watauga,(828)264-6720,0.40735105159937784
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.7,4.83,,,,,,,,0.4050179211469534
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2024.csv,9.74,47.16,1.05,99.0,0.0,,,2.2,4.83,,,,,,,,0.3855751673767498
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2024.csv,9.74,47.16,1.05,99.0,0.0,,,2.2,4.83,,,,,,,,0.3855751673767498
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.7,4.83,,,,,,,,0.4050179211469534
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.8,4.83,,,,,,,,0.40735105159937784
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2024.csv,9.74,47.16,1.05,99.0,0.0,,,2.2,4.83,,,,,,,,0.3855751673767498
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.8,4.83,,,,,,,,0.40735105159937784
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2024.csv,10.17,49.84,1.03,100.0,0.0,68.4,67.1,1.7,6.9,,,,,,,,0.34922567119767367
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2024.csv,10.17,49.84,1.03,100.0,0.0,68.4,67.1,1.7,6.9,,,,,,,,0.34922567119767367
345163,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2024.csv,9.74,47.16,1.05,100.0,0.0,,,1.7,4.83,,,,,,,,0.4050179211469534
345163,2025,current_api,9.92,56.83,1.03,100.0,0.94,,,3.47,6.02,Glenbridge Health And Rehabilitation,211 Milton Brown Heirs Road,Boone,NC,28607.0,Watauga,(828)264-6720,0.5243795225535943
345203,2022,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2022.csv,7.37,50.93,1.14,100.0,3.0,,,2.16,6.06,,185 NORWOOD HOLLOW ROAD,,NC,,,,0.4853587610739163
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2023.csv,7.37,50.93,1.14,99.0,2.0,,,2.79,6.06,,185 NORWOOD HOLLOW ROAD,,NC,,,,0.4504294312571854
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2023.csv,7.37,50.93,1.14,99.0,2.1,,,3.78,6.06,,,,,,,,0.469060661391763
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2023.csv,7.37,50.93,1.14,100.0,2.0,,,1.95,6.06,,,,,,,,0.4661865151822546
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2023.csv,7.37,50.93,1.14,100.0,2.0,,,1.95,6.06,,,,,,,,0.4661865151822546
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2023.csv,7.37,50.93,1.14,99.0,2.1,,,3.78,6.06,,,,,,,,0.469060661391763
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jun2023.csv,7.37,50.93,1.14,99.0,2.0,,,2.79,6.06,,,,,,,,0.4504294312571854
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Mar2023.csv,7.37,50.93,1.14,100.0,2.0,,,1.95,6.06,,,,,,,,0.4661865151822546
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_May2023.csv,7.37,50.93,1.14,99.0,2.0,,,2.79,6.06,,,,,,,,0.4504294312571854
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Nov2023.csv,11.24,53.5,1.09,98.9,1.1,,,3.3,4.84,,,,,,,,0.504531006965578
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Oct2023.csv,11.24,53.5,1.09,98.9,1.1,,,3.3,4.84,,,,,,,,0.504531006965578
345203,2023,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Sep2023.csv,7.37,50.93,1.14,99.0,2.1,,,3.78,6.06,,,,,,,,0.469060661391763
345203,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2024.csv,11.24,53.5,1.09,100.0,2.3,,,2.4,4.84,LIFE CARE CENTER OF BANNER ELK,185 NORWOOD HOLLOW ROAD,BANNER ELK,NC,28604.0,Avery,(828)898-5136,0.5484885372286468
345203,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Aug2024.csv,11.24,53.5,1.09,100.0,2.5,,,1.4,4.84,,,,,,,,0.5333062825454792
345203,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Feb2024.csv,11.24,53.5,1.09,98.9,1.1,,,3.5,4.84,,,,,,,,0.5076756610536282
345203,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jan2024.csv,11.24,53.5,1.09,98.9,1.1,,,3.5,4.84,,,,,,,,0.5076756610536282
345203,2024,Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Jul2024.csv,11.24,53.5,1.09,100.0,2.5,,,1.4,4.84,,,,,,,,0.5333062825454792
